"FORMAL","ESTRATO","DEPARTAMENTO","SEXO","ESTADO_CIVIL","TRAB_VEN","EDAD","HORAS_TRAB_SEM","INGRESO_D","INGRESO_E"
NA,"Medio alto","LIMA","Mujer","Separado","Sí",30,60,NA,NA
"No","Medio alto","LIMA","Mujer","Separado","Sí",31,48,1200,200
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",23,84,900,0
"No","Medio alto","LIMA","Hombre","Soltero/a","No",19,70,900,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",51,45,200,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",25,60,320,0
NA,"Bajo","LIMA","Mujer","Conviviente","Sí",26,0,NA,NA
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",33,0,NA,NA
NA,"Bajo","LIMA","Mujer","Soltero/a","Sí",51,27,NA,NA
NA,"Bajo","LIMA","Mujer","Soltero/a","No",22,70,NA,NA
"No","Bajo","LIMA","Mujer","Soltero/a","No",31,56,210,0
NA,"Bajo","LIMA","Hombre","Soltero/a","No",42,24,NA,NA
NA,"Bajo","LIMA","Hombre","Soltero/a","No",32,20,NA,NA
"No","Bajo","LIMA","Mujer","Soltero/a","No",29,70,300,0
"No","Bajo","LIMA","Hombre","Soltero/a","Sí",34,40,50,0
"No","Bajo","LIMA","Mujer","Soltero/a","Sí",25,66,240,0
NA,"Bajo","LIMA","Hombre","Conviviente","No",28,60,NA,NA
NA,"Bajo","LIMA","Mujer","Conviviente","No",26,48,NA,NA
NA,"Medio alto","LIMA","Mujer","Separado","Sí",44,77,NA,NA
"No","Medio alto","LIMA","Mujer","Separado","Sí",34,60,1000,0
"Sí","Medio","LIMA","Hombre","Conviviente","Sí",35,48,300,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",32,54,205,140
"Sí","Medio","LIMA","Mujer","Soltero/a","Sí",34,54,205,140
"No","Medio","LIMA","Hombre","Casado/a","Sí",35,77,800,0
NA,"Medio","LIMA","Mujer","Casado/a","Sí",33,14,NA,NA
"No","Bajo","LIMA","Hombre","Conviviente","Sí",22,49,1500,0
NA,"Bajo","LIMA","Mujer","Soltero/a","Sí",25,56,NA,NA
"No","Bajo","LIMA","Mujer","Separado","Sí",38,84,200,0
"No","Bajo","LIMA","Mujer","Soltero/a","No",21,42,500,0
"No","Bajo","LIMA","Hombre","Separado","Sí",32,87,1300,0
"No","Bajo","LIMA","Hombre","Conviviente","Sí",30,70,930,0
"No","Bajo","LIMA","Hombre","Soltero/a","Sí",44,45,650,0
"No","Bajo","LIMA","Hombre","Separado","Sí",43,50,550,80
NA,"Bajo","LIMA","Mujer","Separado","Sí",47,42,NA,NA
"No","Bajo","LIMA","Mujer","Conviviente","Sí",26,48,1100,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",25,82,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","Sí",39,57,NA,NA
"No","Medio","LIMA","Hombre","Soltero/a","Sí",41,45,750,0
"No","Medio","LIMA","Mujer","Casado/a","Sí",40,45,300,0
"No","Medio","LIMA","Mujer","Separado","No",23,72,280,56
NA,"Medio","LIMA","Hombre","Soltero/a","Sí",29,70,NA,NA
"Sí","Medio","LIMA","Hombre","Conviviente","Sí",47,54,400,0
"No","Medio","LIMA","Mujer","Conviviente","No",42,54,400,96
"No","Medio","LIMA","Hombre","Soltero/a","No",19,66,270,0
"No","Medio","LIMA","Mujer","Separado","Sí",38,77,280,0
"No","Medio","LIMA","Hombre","Soltero/a","No",19,58,450,18
"No","Medio","LIMA","Mujer","Separado","Sí",31,70,240,0
NA,"Medio","LIMA","Mujer","Divorciado/a","Sí",38,65,NA,NA
"Sí","Medio","LIMA","Hombre","Conviviente","Sí",36,84,600,300
"No","Medio","LIMA","Mujer","Divorciado/a","Sí",51,55,300,100
"No","Medio","LIMA","Hombre","Soltero/a","Sí",28,50,250,60
"No","Medio","LIMA","Hombre","Casado/a","Sí",37,72,300,0
"No","Medio","LIMA","Mujer","Casado/a","Sí",34,48,210,60
"No","Medio","LIMA","Mujer","Casado/a","Sí",28,55,350,50
"No","Medio","LIMA","Hombre","Conviviente","Sí",30,48,250,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",46,66,300,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",42,84,600,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",27,58,308,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",30,58,308,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",44,55,800,0
NA,"Medio alto","LIMA","Mujer","Separado","Sí",40,33,NA,NA
NA,"Medio alto","LIMA","Mujer","Soltero/a","No",20,20,NA,NA
"No","Medio alto","LIMA","Hombre","Casado/a","Sí",65,50,320,0
NA,"Medio alto","LIMA","Mujer","Casado/a","Sí",77,18,NA,NA
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",32,30,490,160
NA,"Medio alto","LIMA","Hombre","Soltero/a","Sí",29,2,NA,NA
"Sí","Medio","LIMA","Hombre","Conviviente","Sí",34,72,260,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",50,16,NA,NA
"Sí","Medio","LIMA","Mujer","Conviviente","No",40,59,600,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",27,54,200,36
"No","Medio","LIMA","Mujer","Conviviente","Sí",25,72,220,0
"No","Medio","LIMA","Hombre","Casado/a","Sí",32,60,300,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",31,60,280,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",27,15,20,0
"No","Medio","LIMA","Hombre","Soltero/a","No",17,60,250,70
NA,"Medio","LIMA","Mujer","Separado","Sí",30,78,NA,NA
NA,"Medio","LIMA","Hombre","Separado","Sí",40,84,NA,NA
"No","Medio","LIMA","Hombre","Conviviente","No",35,72,30,0
NA,"Medio","LIMA","Mujer","Conviviente","Sí",26,30,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","Sí",43,25,360,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",24,60,400,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",23,68,200,0
NA,"Medio","LIMA","Hombre","Separado","Sí",30,56,NA,NA
"No","Medio","LIMA","Hombre","Soltero/a","Sí",39,48,450,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",23,72,250,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",22,54,250,0
"No","Medio","LIMA","Hombre","Conviviente","No",27,7,30,0
NA,"Medio","LIMA","Mujer","Conviviente","No",23,8,NA,NA
NA,"Medio","LIMA","Mujer","Soltero/a","Sí",61,60,NA,NA
"No","Medio","LIMA","Hombre","Conviviente","Sí",28,48,600,0
"No","Medio","LIMA","Mujer","Conviviente","No",20,54,250,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",21,98,300,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",23,60,290,12
"No","Medio","LIMA","Mujer","Soltero/a","No",30,60,230,0
"Sí","Medio","LIMA","Mujer","Soltero/a","Sí",46,48,470,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",31,12,NA,NA
NA,"Medio","LIMA","Mujer","Conviviente","Sí",44,72,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","No",40,22,NA,NA
NA,"Medio","LIMA","Mujer","Conviviente","No",48,20,NA,NA
"Sí","Medio","LIMA","Hombre","Casado/a","Sí",36,44,300,40
"No","Medio","LIMA","Mujer","Casado/a","Sí",38,63,400,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",29,48,930,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",29,54,250,0
NA,"Medio","LIMA","Mujer","Soltero/a","No",30,36,NA,NA
"Sí","Medio alto","LIMA","Hombre","Soltero/a","Sí",32,66,250,0
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",41,54,250,0
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",29,58,400,0
"No","Medio alto","LIMA","Mujer","Conviviente","No",21,32,350,0
NA,"Medio alto","LIMA","Mujer","Soltero/a","Sí",36,42,NA,NA
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",32,54,400,0
NA,"Medio bajo","LIMA","Mujer","Separado","Sí",31,24,NA,NA
NA,"Medio bajo","LIMA","Hombre","Soltero/a","No",14,3,NA,NA
NA,"Medio bajo","LIMA","Mujer","Soltero/a","Sí",53,24,NA,NA
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",31,66,300,0
NA,"Medio bajo","LIMA","Hombre","Soltero/a","Sí",28,60,NA,NA
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",21,48,NA,NA
NA,"Medio alto","LIMA","Mujer","Conviviente","No",21,4,NA,NA
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",48,84,1000,0
"No","Medio alto","LIMA","Mujer","Soltero/a","No",19,60,250,0
"No","Medio alto","LIMA","Hombre","Conviviente","Sí",44,66,250,0
"No","Medio alto","LIMA","Mujer","Conviviente","Sí",32,54,500,60
"No","Medio alto","LIMA","Hombre","Soltero/a","No",24,62,300,0
NA,"Medio alto","LIMA","Mujer","Divorciado/a","Sí",47,60,NA,NA
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",30,48,NA,NA
"No","Medio alto","LIMA","Mujer","Soltero/a","Sí",52,70,280,0
NA,"Medio alto","LIMA","Mujer","Conviviente","Sí",38,91,NA,NA
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",37,0,NA,NA
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",49,9,NA,NA
NA,"Medio alto","LIMA","Mujer","Conviviente","Sí",43,42,NA,NA
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",32,50,600,0
"Sí","Medio bajo","LIMA","Mujer","Conviviente","Sí",33,45,930,0
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",32,56,300,0
"Sí","Medio bajo","LIMA","Mujer","Conviviente","No",28,55,930,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",24,50,300,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",19,52,1200,0
"No","Medio bajo","LIMA","Hombre","Soltero/a","No",15,27,250,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","No",25,67,500,0
"No","Medio bajo","LIMA","Hombre","Soltero/a","No",28,66,250,0
NA,"Medio bajo","LIMA","Hombre","Soltero/a","Sí",27,60,NA,NA
"No","Medio alto","LIMA","Hombre","Conviviente","Sí",38,74,360,21
"No","Medio","LIMA","Hombre","Conviviente","Sí",28,60,300,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",26,60,300,0
NA,"Medio alto","LIMA","Mujer","Soltero/a","Sí",40,42,NA,NA
"No","Medio alto","LIMA","Hombre","Soltero/a","No",20,54,1150,0
"No","Medio alto","LIMA","Hombre","Casado/a","No",38,84,120,0
"No","Medio alto","LIMA","Mujer","Casado/a","No",31,63,220,0
"No","Medio alto","LIMA","Hombre","Conviviente","Sí",40,72,300,0
NA,"Medio alto","LIMA","Mujer","Conviviente","Sí",26,6,NA,NA
"No","Medio alto","LIMA","Hombre","Conviviente","Sí",42,77,50,0
NA,"Medio alto","LIMA","Mujer","Conviviente","No",36,3,NA,NA
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",22,78,80,0
"No","Medio alto","LIMA","Hombre","Soltero/a","No",16,78,50,0
"No","Medio bajo","LIMA","Mujer","Conviviente","Sí",24,72,300,0
NA,"Medio","LIMA","Hombre","Soltero/a","Sí",31,72,NA,NA
"Sí","Medio","LIMA","Hombre","Soltero/a","Sí",28,72,600,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",29,30,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","No",24,48,40,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",27,48,70,0
"Sí","Medio","LIMA","Hombre","Casado/a","Sí",39,72,1800,0
"No","Medio","LIMA","Mujer","Casado/a","No",33,66,600,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",46,66,350,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",27,72,1200,0
"Sí","Medio","LIMA","Hombre","Casado/a","Sí",32,90,800,0
"No","Medio","LIMA","Mujer","Casado/a","No",28,56,4000,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",52,40,450,0
"No","Medio","LIMA","Hombre","Casado/a","Sí",36,72,250,0
"No","Medio","LIMA","Mujer","Casado/a","Sí",30,40,200,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",30,48,1000,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",30,24,300,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",42,18,280,30
"No","Medio","LIMA","Mujer","Soltero/a","No",30,72,230,0
"Sí","Medio","LIMA","Mujer","Casado/a","Sí",30,40,600,0
NA,"Medio","LIMA","Hombre","Casado/a","No",30,63,NA,NA
"No","Medio","LIMA","Mujer","Casado/a","No",24,54,220,0
NA,"Medio","LIMA","Hombre","Casado/a","Sí",39,48,NA,NA
NA,"Medio","LIMA","Mujer","Casado/a","No",40,60,NA,NA
NA,"Medio","LIMA","Hombre","Conviviente","No",24,60,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","Sí",30,60,250,48
"No","Medio","LIMA","Hombre","Casado/a","Sí",52,60,500,0
"No","Medio","LIMA","Mujer","Casado/a","Sí",45,63,290,0
"No","Medio","LIMA","Hombre","Soltero/a","No",19,60,180,48
NA,"Medio alto","LIMA","Hombre","Conviviente","No",24,74,NA,NA
NA,"Medio alto","LIMA","Mujer","Separado","No",25,6,NA,NA
NA,"Medio alto","LIMA","Hombre","Conviviente","Sí",24,81,NA,NA
"No","Bajo","LIMA","Hombre","Conviviente","Sí",31,60,5500,0
"Sí","Bajo","LIMA","Hombre","Soltero/a","Sí",24,60,550,0
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",38,76,NA,NA
NA,"Bajo","LIMA","Mujer","Conviviente","Sí",30,2,NA,NA
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",54,83,NA,NA
"No","Bajo","LIMA","Mujer","Conviviente","Sí",30,54,1030,0
"No","Bajo","LIMA","Hombre","Soltero/a","Sí",23,70,400,0
"No","Bajo","LIMA","Mujer","Separado","Sí",32,72,300,0
"No","Bajo","LIMA","Mujer","Soltero/a","No",20,48,240,60
"Sí","Bajo","LIMA","Mujer","Soltero/a","Sí",25,70,240,84
"No","Bajo","LIMA","Hombre","Casado/a","Sí",27,44,1000,0
"No","Bajo","LIMA","Hombre","Soltero/a","No",18,55,250,0
"No","Bajo","LIMA","Mujer","Separado","No",29,24,600,0
NA,"Bajo","LIMA","Hombre","Separado","Sí",35,55,NA,NA
"No","Bajo","LIMA","Mujer","Divorciado/a","Sí",39,52,1200,0
"Sí","Bajo","LIMA","Hombre","Conviviente","Sí",41,66,350,0
"No","Bajo","LIMA","Mujer","Conviviente","Sí",34,76,200,0
"No","Bajo","LIMA","Hombre","Casado/a","Sí",38,30,350,0
"No","Bajo","LIMA","Mujer","Conviviente","Sí",25,60,100,120
"No","Bajo","LIMA","Hombre","Conviviente","Sí",29,46,550,0
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",30,18,NA,NA
"No","Bajo","LIMA","Mujer","Conviviente","Sí",34,52,465,0
"No","Bajo","LIMA","Mujer","Separado","Sí",37,56,200,0
"No","Bajo","LIMA","Hombre","Divorciado/a","Sí",45,56,250,0
"No","Bajo","LIMA","Hombre","Conviviente","No",26,72,950,0
"No","Bajo","LIMA","Mujer","Conviviente","No",26,60,250,0
"No","Bajo","LIMA","Hombre","Divorciado/a","No",59,72,292,0
"No","Bajo","LIMA","Hombre","Soltero/a","No",23,66,350,0
"No","Bajo","LIMA","Mujer","Soltero/a","No",43,60,240,0
"No","Bajo","LIMA","Hombre","Conviviente","Sí",30,55,250,0
"No","Bajo","LIMA","Mujer","Conviviente","Sí",30,60,600,0
"No","Bajo","LIMA","Mujer","Conviviente","Sí",47,66,450,0
"No","Bajo","LIMA","Hombre","Soltero/a","No",17,72,150,0
"No","Bajo","LIMA","Mujer","Soltero/a","Sí",63,54,75,0
NA,"Bajo","LIMA","Mujer","Soltero/a","Sí",53,84,NA,NA
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",54,84,NA,NA
NA,"Bajo","LIMA","Mujer","Soltero/a","Sí",63,56,NA,NA
NA,"Bajo","LIMA","Hombre","Soltero/a","Sí",30,60,NA,NA
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",37,72,NA,NA
"No","Medio","LIMA","Hombre","Soltero/a","Sí",52,60,72,0
"No","Medio","LIMA","Hombre","Soltero/a","No",55,56,4810,0
NA,"Medio","LIMA","Mujer","Separado","Sí",50,14,NA,NA
NA,"Medio","LIMA","Hombre","Soltero/a","No",18,15,NA,NA
"No","Medio bajo","LIMA","Mujer","Conviviente","Sí",25,84,380,0
"No","Medio bajo","LIMA","Hombre","Conviviente","No",23,84,50,0
"Sí","Medio bajo","LIMA","Hombre","Soltero/a","Sí",33,66,1300,0
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",31,56,NA,NA
"Sí","Medio bajo","LIMA","Hombre","Casado/a","Sí",35,50,2700,0
"Sí","Medio bajo","LIMA","Hombre","Soltero/a","Sí",57,63,270,0
"No","Medio bajo","LIMA","Hombre","Conviviente","No",36,60,1200,0
NA,"Medio bajo","LIMA","Hombre","Soltero/a","No",35,56,NA,NA
NA,"Medio bajo","LIMA","Mujer","Conviviente","No",22,0,NA,NA
NA,"Medio bajo","LIMA","Mujer","Conviviente","No",52,56,NA,NA
NA,"Medio bajo","LIMA","Mujer","Soltero/a","No",24,42,NA,NA
NA,"Medio bajo","LIMA","Mujer","Soltero/a","No",30,70,NA,NA
"No","Medio bajo","LIMA","Mujer","Soltero/a","No",21,48,470,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",36,54,930,0
"No","Medio bajo","LIMA","Hombre","Conviviente","No",29,66,600,0
"No","Medio bajo","LIMA","Mujer","Conviviente","No",30,54,1200,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",34,60,1200,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","No",28,48,950,200
"No","Medio bajo","LIMA","Hombre","Soltero/a","No",41,60,700,150
"No","Medio bajo","LIMA","Hombre","Conviviente","No",32,63,650,0
"No","Medio bajo","LIMA","Mujer","Conviviente","No",31,50,1200,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","No",27,40,930,0
"No","Medio","LIMA","Hombre","Soltero/a","Sí",31,48,250,0
NA,"Medio","LIMA","Hombre","Soltero/a","No",28,56,NA,NA
"No","Medio","LIMA","Hombre","Soltero/a","No",26,48,500,0
NA,"Medio","LIMA","Hombre","Conviviente","No",32,0,NA,NA
NA,"Medio","LIMA","Hombre","Soltero/a","No",36,84,NA,NA
"Sí","Medio","LIMA","Hombre","Soltero/a","No",26,48,1200,0
"No","Medio","LIMA","Mujer","Separado","Sí",27,60,930,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",54,72,930,0
NA,"Medio","LIMA","Mujer","Conviviente","Sí",44,70,NA,NA
NA,"Medio","LIMA","Mujer","Separado","Sí",67,42,NA,NA
"No","Medio","LIMA","Hombre","Soltero/a","No",18,60,930,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",28,48,930,0
NA,"Medio","LIMA","Mujer","Separado","Sí",38,42,NA,NA
"No","Medio","LIMA","Hombre","Soltero/a","No",17,70,960,0
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",28,48,830,0
NA,"Medio bajo","LIMA","Mujer","Separado","Sí",33,48,NA,NA
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",30,48,930,0
NA,"Bajo","LIMA","Mujer","Conviviente","Sí",28,48,NA,NA
NA,"Bajo","LIMA","Mujer","Casado/a","No",53,24,NA,NA
"No","Bajo","LIMA","Hombre","Soltero/a","Sí",22,60,1400,0
"No","Bajo","LIMA","Hombre","Soltero/a","No",20,48,230,0
"No","Bajo","LIMA","Mujer","Separado","Sí",40,48,230,0
"No","Bajo","LIMA","Hombre","Casado/a","Sí",63,48,930,0
"No","Bajo","LIMA","Hombre","Soltero/a","Sí",33,60,1000,0
"No","Medio alto","LIMA","Hombre","Casado/a","Sí",40,25,165,0
"No","Medio alto","LIMA","Mujer","Casado/a","No",39,15,120,0
"No","Medio alto","LIMA","Mujer","Soltero/a","No",18,0,150,0
"No","Medio","LIMA","Hombre","Separado","Sí",31,64,360,0
"No","Medio","LIMA","Hombre","Separado","Sí",44,91,30,14
"No","Medio","LIMA","Hombre","Separado","Sí",55,44,440,0
"No","Medio","LIMA","Hombre","Soltero/a","Sí",25,78,250,0
"No","Medio","LIMA","Hombre","Soltero/a","Sí",28,51,930,0
NA,"Medio","LIMA","Hombre","Separado","No",20,84,NA,NA
"No","Medio","LIMA","Hombre","Soltero/a","Sí",25,78,200,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",21,78,200,54
NA,"Medio","LIMA","Hombre","Separado","Sí",49,55,NA,NA
NA,"Medio","LIMA","Mujer","Separado","Sí",37,57,NA,NA
"No","Medio","LIMA","Mujer","Casado/a","Sí",48,62,250,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",24,62,280,0
"No","Medio","LIMA","Hombre","Conviviente","Sí",36,84,30,0
NA,"Medio","LIMA","Mujer","Conviviente","No",34,51,NA,NA
"No","Medio","LIMA","Hombre","Conviviente","Sí",36,54,350,216
"No","Medio alto","LIMA","Hombre","Soltero/a","Sí",30,33,30,8
"No","Medio alto","LIMA","Hombre","Separado","Sí",26,56,500,0
"No","Medio alto","LIMA","Mujer","Divorciado/a","Sí",29,54,180,54
"No","Medio alto","LIMA","Hombre","Casado/a","Sí",37,84,650,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",45,72,900,0
"No","Medio","LIMA","Mujer","Viudo/a","No",25,60,220,0
"No","Medio","LIMA","Mujer","Soltero/a","No",19,84,325,0
"No","Medio","LIMA","Hombre","Soltero/a","No",20,54,250,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",31,48,900,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",31,42,800,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",37,54,1000,0
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",38,54,1000,0
"No","Medio bajo","LIMA","Mujer","Conviviente","Sí",36,54,1200,0
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",35,60,50,0
"No","Medio bajo","LIMA","Mujer","Conviviente","Sí",32,48,930,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",23,84,232,0
"Sí","Medio bajo","LIMA","Hombre","Conviviente","No",28,72,930,0
"Sí","Medio","LIMA","Mujer","Casado/a","Sí",26,44,1500,0
NA,"Medio","LIMA","Hombre","Casado/a","Sí",28,31,NA,NA
"No","Medio","LIMA","Mujer","Soltero/a","No",25,54,2000,0
"No","Medio","LIMA","Hombre","Soltero/a","Sí",33,63,250,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",25,66,500,0
"No","Medio","LIMA","Mujer","Soltero/a","Sí",35,48,930,0
"No","Medio","LIMA","Hombre","Soltero/a","No",29,48,250,0
NA,"Medio","LIMA","Hombre","Soltero/a","No",26,51,NA,NA
"No","Medio","LIMA","Mujer","Soltero/a","Sí",22,66,500,0
"No","Medio","LIMA","Mujer","Conviviente","Sí",34,72,200,0
NA,"Medio","LIMA","Hombre","Conviviente","Sí",32,60,NA,NA
"No","Medio","LIMA","Mujer","Conviviente","Sí",29,48,900,0
NA,"Medio bajo","LIMA","Hombre","Conviviente","Sí",30,30,NA,NA
"No","Medio bajo","LIMA","Mujer","Soltero/a","No",51,32,930,0
NA,"Medio bajo","LIMA","Hombre","Soltero/a","No",32,53,NA,NA
"No","Bajo","LIMA","Mujer","Soltero/a","No",49,33,100,0
"No","Bajo","LIMA","Hombre","Soltero/a","No",16,20,80,0
"Sí","Bajo","LIMA","Mujer","Soltero/a","Sí",45,50,8600,0
NA,"Bajo","LIMA","Mujer","Soltero/a","Sí",43,55,NA,NA
"No","Medio bajo","LIMA","Hombre","Casado/a","Sí",51,84,930,0
"No","Medio bajo","LIMA","Mujer","Casado/a","Sí",44,15,600,0
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",36,24,NA,NA
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",29,48,250,0
"No","Medio bajo","LIMA","Mujer","Soltero/a","Sí",29,48,1300,0
"Sí","Medio bajo","LIMA","Hombre","Casado/a","Sí",36,84,700,0
NA,"Medio bajo","LIMA","Mujer","Casado/a","Sí",39,60,NA,NA
NA,"Medio bajo","LIMA","Hombre","Soltero/a","Sí",44,18,NA,NA
NA,"Medio bajo","LIMA","Mujer","Soltero/a","Sí",29,48,NA,NA
"No","Bajo","LIMA","Hombre","Conviviente","No",37,70,500,0
"Sí","Bajo","LIMA","Mujer","Conviviente","No",26,60,1200,0
"Sí","Bajo","LIMA","Hombre","Conviviente","Sí",32,40,8000,0
"Sí","Bajo","LIMA","Hombre","Conviviente","Sí",36,40,1500,0
"Sí","Bajo","LIMA","Mujer","Conviviente","Sí",32,40,3000,0
NA,"Bajo","LIMA","Mujer","Casado/a","Sí",58,12,NA,NA
"Sí","Bajo","LIMA","Hombre","Soltero/a","Sí",24,40,1200,0
"Sí","Bajo","LIMA","Hombre","Casado/a","No",45,58,7000,0
"No","Bajo","LIMA","Mujer","Casado/a","Sí",40,30,800,0
"Sí","Bajo","LIMA","Hombre","Casado/a","Sí",41,44,1000,0
"No","Bajo","LIMA","Hombre","Casado/a","Sí",38,67,80,0
"No","Bajo","LIMA","Mujer","Casado/a","Sí",42,70,173,0
"Sí","Bajo","LIMA","Hombre","Conviviente","Sí",35,48,930,0
"Sí","Bajo","LIMA","Mujer","Soltero/a","No",18,72,930,0
"No","Bajo","LIMA","Hombre","Soltero/a","Sí",40,48,930,0
"No","Bajo","LIMA","Mujer","Soltero/a","Sí",32,84,300,0
"No","Bajo","LIMA","Hombre","Conviviente","Sí",30,24,250,0
NA,"Bajo","LIMA","Mujer","Conviviente","Sí",30,30,NA,NA
NA,"Bajo","LIMA","Hombre","Soltero/a","Sí",40,84,NA,NA
"No","Bajo","LIMA","Hombre","Soltero/a","Sí",18,50,200,0
NA,"Bajo","LIMA","Hombre","Conviviente","Sí",48,84,NA,NA
NA,"Bajo","LIMA","Mujer","Conviviente","Sí",40,60,NA,NA
"No","Bajo","LIMA","Mujer","Soltero/a","Sí",22,8,40,0
"Sí","Bajo","LIMA","Hombre","Conviviente","Sí",40,48,500,104
"No","Bajo","LIMA","Mujer","Conviviente","Sí",34,60,250,42
"No","Bajo","LIMA","Hombre","Conviviente","Sí",29,54,50,7
"Sí","Bajo","LIMA","Hombre","Conviviente","Sí",31,66,2000,0
"No","Medio bajo","LIMA","Hombre","Casado/a","No",37,58,1200,0
"No","Medio bajo","LIMA","Hombre","Casado/a","No",77,36,550,0
"No","Medio bajo","LIMA","Hombre","Soltero/a","Sí",24,70,200,0
"No","Medio bajo","LIMA","Hombre","Conviviente","Sí",25,84,300,0
"Sí","Medio bajo","LIMA","Hombre","Casado/a","Sí",36,50,480,0
"No","Medio bajo","LIMA","Mujer","Casado/a","Sí",33,52,460,5
"No","Medio bajo","LIMA","Mujer","Conviviente","No",30,44,462,0
"Sí","Medio bajo","LIMA","Hombre","Conviviente","Sí",31,48,1000,0
"No","Medio bajo","LIMA","Hombre","Soltero/a","Sí",26,84,50,0
"No","Medio bajo","LIMA","Mujer","Conviviente","Sí",26,54,545,0
"No","Medio bajo","LIMA","Hombre","Conviviente","No",28,72,250,0
"No","Medio bajo","LIMA","Hombre","Soltero/a","Sí",19,50,500,0
"No","Medio bajo","LIMA","Hombre","Soltero/a","No",21,67,1200,0
